"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2025-01-14,"15:30:00","X4","PN",1024.4
2025-01-14,NA,"X4","PPT",0
2025-01-14,NA,"X4","RS24h",10.3
2025-01-14,NA,"X4","VVM10",1.2
2025-01-14,NA,"X4","DVM10",15
2025-01-14,"04:34:00","X4","VVX10",6.3
2025-01-14,"04:34:00","X4","DVVX10",334
2025-01-14,NA,"X8","TM",6.8
2025-01-14,"14:00:00","X8","TX",12.5
2025-01-14,"01:39:00","X8","TN",2.6
2025-01-14,NA,"X8","HRM",52
2025-01-14,"22:20:00","X8","HRX",84
2025-01-14,"11:47:00","X8","HRN",26
2025-01-14,NA,"X8","PM",1020
2025-01-14,"10:03:00","X8","PX",1021.8
2025-01-14,"14:10:00","X8","PN",1018.6
2025-01-14,NA,"X8","PPT",0
2025-01-14,NA,"X8","RS24h",9.9
2025-01-14,NA,"X8","VVM10",1.2
2025-01-14,NA,"X8","DVM10",5
2025-01-14,"07:51:00","X8","VVX10",8.5
2025-01-14,"07:51:00","X8","DVVX10",293
2025-01-15,NA,"D5","TM",6.9
2025-01-15,"14:36:00","D5","TX",11.4
2025-01-15,"05:00:00","D5","TN",3.5
2025-01-15,NA,"D5","HRM",45
2025-01-15,"00:32:00","D5","HRX",61
2025-01-15,"19:49:00","D5","HRN",23
2025-01-15,NA,"D5","PM",975.7
2025-01-15,"00:00:00","D5","PX",979.6
2025-01-15,"17:01:00","D5","PN",972.2
2025-01-15,NA,"D5","PPT",0
2025-01-15,NA,"D5","RS24h",9.8
2025-01-15,NA,"D5","VVM10",4.7
2025-01-15,NA,"D5","DVM10",307
2025-01-15,"17:03:00","D5","VVX10",12.5
2025-01-15,"17:03:00","D5","DVVX10",315
2025-01-15,NA,"X4","TM",9.3
2025-01-15,"13:47:00","X4","TX",13.6
2025-01-15,"01:54:00","X4","TN",5.5
2025-01-15,NA,"X4","HRM",41
2025-01-15,"01:54:00","X4","HRX",56
2025-01-15,"14:14:00","X4","HRN",27
2025-01-15,NA,"X4","PM",1021.3
2025-01-15,"00:00:00","X4","PX",1025.6
2025-01-15,"17:23:00","X4","PN",1017.4
2025-01-15,NA,"X4","PPT",0
2025-01-15,NA,"X4","RS24h",10
2025-01-15,NA,"X4","VVM10",1.5
2025-01-15,NA,"X4","DVM10",279
2025-01-15,"14:50:00","X4","VVX10",6.3
2025-01-15,"14:50:00","X4","DVVX10",285
2025-01-15,NA,"X8","TM",7.3
2025-01-15,"14:37:00","X8","TX",13.6
2025-01-15,"03:24:00","X8","TN",2.9
2025-01-15,NA,"X8","HRM",48
2025-01-15,"02:06:00","X8","HRX",70
2025-01-15,"13:00:00","X8","HRN",28
2025-01-15,NA,"X8","PM",1015.5
2025-01-15,"00:00:00","X8","PX",1019.7
2025-01-15,"17:30:00","X8","PN",1011.8
2025-01-15,NA,"X8","PPT",0
2025-01-15,NA,"X8","RS24h",9.6
2025-01-15,NA,"X8","VVM10",1.8
2025-01-15,NA,"X8","DVM10",301
2025-01-15,"16:45:00","X8","VVX10",7.6
2025-01-15,"16:45:00","X8","DVVX10",287
2025-01-16,NA,"D5","TM",6.5
2025-01-16,"14:10:00","D5","TX",9.7
2025-01-16,"05:01:00","D5","TN",4.6
2025-01-16,NA,"D5","HRM",65
2025-01-16,"23:59:00","D5","HRX",94
2025-01-16,"02:35:00","D5","HRN",42
2025-01-16,NA,"D5","PM",976.1
2025-01-16,"23:27:00","D5","PX",979
2025-01-16,"01:21:00","D5","PN",974
2025-01-16,NA,"D5","PPT",0.7
2025-01-16,NA,"D5","RS24h",7.5
2025-01-16,NA,"D5","VVM10",7.5
2025-01-16,NA,"D5","DVM10",57
2025-01-16,"23:05:00","D5","VVX10",19.1
2025-01-16,"23:05:00","D5","DVVX10",52
2025-01-16,NA,"X4","TM",9.7
2025-01-16,"11:43:00","X4","TX",13.5
2025-01-16,"02:01:00","X4","TN",6.6
2025-01-16,NA,"X4","HRM",53
2025-01-16,"23:35:00","X4","HRX",77
2025-01-16,"03:30:00","X4","HRN",40
2025-01-16,NA,"X4","PM",1022
2025-01-16,"23:30:00","X4","PX",1025.4
2025-01-16,"01:33:00","X4","PN",1019.3
2025-01-16,NA,"X4","PPT",1.1
2025-01-16,NA,"X4","RS24h",7.9
2025-01-16,NA,"X4","VVM10",3
2025-01-16,NA,"X4","DVM10",45
2025-01-16,"14:10:00","X4","VVX10",15.4
2025-01-16,"14:10:00","X4","DVVX10",72
2025-01-16,NA,"X8","TM",9.3
2025-01-16,"11:46:00","X8","TX",13.3
2025-01-16,"00:28:00","X8","TN",4.8
2025-01-16,NA,"X8","HRM",55
2025-01-16,"23:38:00","X8","HRX",79
2025-01-16,"03:17:00","X8","HRN",40
2025-01-16,NA,"X8","PM",1016
2025-01-16,"23:27:00","X8","PX",1019.3
2025-01-16,"00:00:00","X8","PN",1013.5
2025-01-16,NA,"X8","PPT",0.5
2025-01-16,NA,"X8","RS24h",7.9
2025-01-16,NA,"X8","VVM10",3.8
2025-01-16,NA,"X8","DVM10",48
2025-01-16,"14:14:00","X8","VVX10",15.3
2025-01-16,"14:14:00","X8","DVVX10",95
2025-01-17,NA,"D5","TM",8
2025-01-17,"15:00:00","D5","TX",10.4
2025-01-17,"00:06:00","D5","TN",4.7
2025-01-17,NA,"D5","HRM",63
2025-01-17,"01:00:00","D5","HRX",96
2025-01-17,"22:01:00","D5","HRN",31
2025-01-17,NA,"D5","PM",978.8
2025-01-17,"10:17:00","D5","PX",981
2025-01-17,"23:49:00","D5","PN",977.1
2025-01-17,NA,"D5","PPT",1
2025-01-17,NA,"D5","RS24h",9.1
2025-01-17,NA,"D5","VVM10",7.9
2025-01-17,NA,"D5","DVM10",44
2025-01-17,"00:27:00","D5","VVX10",17.5
2025-01-17,"00:27:00","D5","DVVX10",35
2025-01-17,NA,"X4","TM",11.2
2025-01-17,"13:40:00","X4","TX",14.4
2025-01-17,"01:07:00","X4","TN",8.3
2025-01-17,NA,"X4","HRM",55
2025-01-17,"01:05:00","X4","HRX",100
2025-01-17,"15:46:00","X4","HRN",34
2025-01-17,NA,"X4","PM",1024.5
2025-01-17,"10:13:00","X4","PX",1026.8
2025-01-17,"23:47:00","X4","PN",1022.6
2025-01-17,NA,"X4","PPT",2.1
2025-01-17,NA,"X4","RS24h",9.3
2025-01-17,NA,"X4","VVM10",2.8
2025-01-17,NA,"X4","DVM10",58
2025-01-17,"11:42:00","X4","VVX10",10.7
2025-01-17,"11:42:00","X4","DVVX10",43
2025-01-17,NA,"X8","TM",10.6
2025-01-17,"14:49:00","X8","TX",14
2025-01-17,"21:45:00","X8","TN",7.4
2025-01-17,NA,"X8","HRM",55
2025-01-17,"01:02:00","X8","HRX",100
2025-01-17,"22:42:00","X8","HRN",34
2025-01-17,NA,"X8","PM",1018.6
2025-01-17,"10:33:00","X8","PX",1020.9
2025-01-17,"23:33:00","X8","PN",1016.7
2025-01-17,NA,"X8","PPT",2.1
2025-01-17,NA,"X8","RS24h",9
2025-01-17,NA,"X8","VVM10",3.3
2025-01-17,NA,"X8","DVM10",50
2025-01-17,"07:55:00","X8","VVX10",11.8
2025-01-17,"07:55:00","X8","DVVX10",28
2025-01-18,NA,"D5","TM",9.7
2025-01-18,"14:48:00","D5","TX",14.2
2025-01-18,"01:24:00","D5","TN",7.1
2025-01-18,NA,"D5","HRM",41
2025-01-18,"17:13:00","D5","HRX",62
2025-01-18,"07:32:00","D5","HRN",28
2025-01-18,NA,"D5","PM",974.9
2025-01-18,"00:00:00","D5","PX",977.2
2025-01-18,"23:57:00","D5","PN",973.1
2025-01-18,NA,"D5","PPT",0
2025-01-18,NA,"D5","RS24h",9.6
2025-01-18,NA,"D5","VVM10",3.1
2025-01-18,NA,"D5","DVM10",4
2025-01-18,"17:59:00","D5","VVX10",10.9
2025-01-18,"17:59:00","D5","DVVX10",22
2025-01-18,NA,"X4","TM",10.8
2025-01-18,"12:24:00","X4","TX",13.7
2025-01-18,"06:02:00","X4","TN",7.2
2025-01-18,NA,"X4","HRM",48
2025-01-18,"06:02:00","X4","HRX",60
2025-01-18,"09:45:00","X4","HRN",33
2025-01-18,NA,"X4","PM",1020.1
2025-01-18,"00:06:00","X4","PX",1022.8
2025-01-18,"23:59:00","X4","PN",1018
2025-01-18,NA,"X4","PPT",0
2025-01-18,NA,"X4","RS24h",9.7
2025-01-18,NA,"X4","VVM10",0.8
2025-01-18,NA,"X4","DVM10",263
2025-01-18,"12:55:00","X4","VVX10",3.6
2025-01-18,"12:55:00","X4","DVVX10",158
2025-01-18,NA,"X8","TM",9.6
2025-01-18,"13:45:00","X8","TX",14.4
2025-01-18,"07:23:00","X8","TN",5.2
2025-01-18,NA,"X8","HRM",49
2025-01-18,"17:43:00","X8","HRX",66
2025-01-18,"13:36:00","X8","HRN",34
2025-01-18,NA,"X8","PM",1014.3
2025-01-18,"00:31:00","X8","PX",1016.9
2025-01-18,"23:58:00","X8","PN",1012.2
2025-01-18,NA,"X8","PPT",0
2025-01-18,NA,"X8","RS24h",9.3
2025-01-18,NA,"X8","VVM10",1.1
2025-01-18,NA,"X8","DVM10",258
2025-01-18,"03:39:00","X8","VVX10",5.4
2025-01-18,"03:39:00","X8","DVVX10",283
2025-01-19,NA,"D5","TM",9.4
2025-01-19,"16:17:00","D5","TX",12
2025-01-19,"23:58:00","D5","TN",7.5
2025-01-19,NA,"D5","HRM",56
2025-01-19,"23:58:00","D5","HRX",78
2025-01-19,"01:09:00","D5","HRN",37
2025-01-19,NA,"D5","PM",971.4
2025-01-19,"00:00:00","D5","PX",973.1
2025-01-19,"16:24:00","D5","PN",970
2025-01-19,NA,"D5","PPT",0
2025-01-19,NA,"D5","RS24h",6.1
2025-01-19,NA,"D5","VVM10",2.5
2025-01-19,NA,"D5","DVM10",333
2025-01-19,"23:03:00","D5","VVX10",7.5
2025-01-19,"23:03:00","D5","DVVX10",279
2025-01-19,NA,"X4","TM",12
2025-01-19,"10:12:00","X4","TX",14.4
2025-01-19,"04:57:00","X4","TN",10
2025-01-19,NA,"X4","HRM",49
2025-01-19,"23:48:00","X4","HRX",64
2025-01-19,"10:13:00","X4","HRN",39
2025-01-19,NA,"X4","PM",1016.4
2025-01-19,"00:00:00","X4","PX",1018.1
2025-01-19,"16:31:00","X4","PN",1014.9
2025-01-19,NA,"X4","PPT",0
2025-01-19,NA,"X4","RS24h",6
2025-01-19,NA,"X4","VVM10",0.9
2025-01-19,NA,"X4","DVM10",292
2025-01-19,"04:46:00","X4","VVX10",4
2025-01-19,"04:46:00","X4","DVVX10",80
2025-01-19,NA,"X8","TM",10.9
2025-01-19,"11:21:00","X8","TX",15.4
2025-01-19,"21:30:00","X8","TN",7.9
2025-01-19,NA,"X8","HRM",53
2025-01-19,"23:50:00","X8","HRX",73
2025-01-19,"05:31:00","X8","HRN",41
2025-01-19,NA,"X8","PM",1010.6
2025-01-19,"00:01:00","X8","PX",1012.2
2025-01-19,"16:38:00","X8","PN",1009.2
2025-01-19,NA,"X8","PPT",0
2025-01-19,NA,"X8","RS24h",6.5
2025-01-19,NA,"X8","VVM10",0.9
2025-01-19,NA,"X8","DVM10",248
2025-01-19,"11:26:00","X8","VVX10",4.4
2025-01-19,"11:26:00","X8","DVVX10",80
2025-01-20,NA,"D5","TM",8.9
2025-01-20,"14:57:00","D5","TX",12.7
2025-01-20,"00:42:00","D5","TN",6.9
2025-01-20,NA,"D5","HRM",77
2025-01-20,"01:04:00","D5","HRX",87
2025-01-20,"17:15:00","D5","HRN",61
2025-01-20,NA,"D5","PM",968.4
2025-01-20,"00:03:00","D5","PX",970.6
2025-01-20,"16:37:00","D5","PN",967
2025-01-20,NA,"D5","PPT",0
2025-01-20,NA,"D5","RS24h",5.1
2025-01-20,NA,"D5","VVM10",4.7
2025-01-20,NA,"D5","DVM10",265
2025-01-20,"01:34:00","D5","VVX10",9.9
2025-01-20,"01:34:00","D5","DVVX10",274
2025-01-20,NA,"X4","TM",11.3
2025-01-20,"15:05:00","X4","TX",14.2
2025-01-20,"03:54:00","X4","TN",8.7
2025-01-20,NA,"X4","HRM",68
2025-01-20,"21:09:00","X4","HRX",76
2025-01-20,"23:53:00","X4","HRN",58
2025-01-20,NA,"X4","PM",1013.4
2025-01-20,"00:00:00","X4","PX",1016
2025-01-20,"16:39:00","X4","PN",1011.6
2025-01-20,NA,"X4","PPT",0
2025-01-20,NA,"X4","RS24h",4.9
2025-01-20,NA,"X4","VVM10",0.9
2025-01-20,NA,"X4","DVM10",215
2025-01-20,"23:52:00","X4","VVX10",4.5
2025-01-20,"23:52:00","X4","DVVX10",330
2025-01-20,NA,"X8","TM",10.4
2025-01-20,"13:07:00","X8","TX",14.1
2025-01-20,"04:50:00","X8","TN",7
2025-01-20,NA,"X8","HRM",73
2025-01-20,"20:42:00","X8","HRX",88
2025-01-20,"23:39:00","X8","HRN",61
2025-01-20,NA,"X8","PM",1007.6
2025-01-20,"00:00:00","X8","PX",1010
2025-01-20,"16:35:00","X8","PN",1005.9
2025-01-20,NA,"X8","PPT",0
2025-01-20,NA,"X8","RS24h",4.6
2025-01-20,NA,"X8","VVM10",1.2
2025-01-20,NA,"X8","DVM10",265
2025-01-20,"22:51:00","X8","VVX10",4.3
2025-01-20,"22:51:00","X8","DVVX10",304
2025-01-21,NA,"D5","TM",9.7
2025-01-21,"12:56:00","D5","TX",11.8
2025-01-21,"01:43:00","D5","TN",7.2
2025-01-21,NA,"D5","HRM",77
2025-01-21,"23:59:00","D5","HRX",96
2025-01-21,"13:16:00","D5","HRN",64
2025-01-21,NA,"D5","PM",965.7
2025-01-21,"00:07:00","D5","PX",967.5
2025-01-21,"23:53:00","D5","PN",963.6
2025-01-21,NA,"D5","PPT",0.1
2025-01-21,NA,"D5","RS24h",4.3
2025-01-21,NA,"D5","VVM10",3.5
2025-01-21,NA,"D5","DVM10",255
2025-01-21,"23:15:00","D5","VVX10",9
2025-01-21,"23:15:00","D5","DVVX10",259
2025-01-21,NA,"X4","TM",11.6
2025-01-21,"13:00:00","X4","TX",13.7
2025-01-21,"06:32:00","X4","TN",8.6
2025-01-21,NA,"X4","HRM",66
2025-01-21,"22:08:00","X4","HRX",85
2025-01-21,"13:00:00","X4","HRN",52
2025-01-21,NA,"X4","PM",1010.3
2025-01-21,"00:00:00","X4","PX",1012.4
2025-01-21,"23:53:00","X4","PN",1007.9
2025-01-21,NA,"X4","PPT",0.1
2025-01-21,NA,"X4","RS24h",4.6
2025-01-21,NA,"X4","VVM10",1
2025-01-21,NA,"X4","DVM10",163
2025-01-21,"01:24:00","X4","VVX10",5.8
2025-01-21,"01:24:00","X4","DVVX10",340
2025-01-21,NA,"X8","TM",10.8
2025-01-21,"13:05:00","X8","TX",13.8
2025-01-21,"06:05:00","X8","TN",6.8
2025-01-21,NA,"X8","HRM",73
2025-01-21,"23:00:00","X8","HRX",100
2025-01-21,"13:16:00","X8","HRN",53
2025-01-21,NA,"X8","PM",1004.6
2025-01-21,"00:00:00","X8","PX",1006.8
2025-01-21,"23:51:00","X8","PN",1002.3
2025-01-21,NA,"X8","PPT",0.1
2025-01-21,NA,"X8","RS24h",4.4
2025-01-21,NA,"X8","VVM10",0.9
2025-01-21,NA,"X8","DVM10",256
2025-01-21,"01:47:00","X8","VVX10",4.3
2025-01-21,"01:47:00","X8","DVVX10",307
2025-01-22,NA,"D5","TM",13.7
2025-01-22,"14:18:00","D5","TX",19.4
2025-01-22,"05:06:00","D5","TN",9.1
2025-01-22,NA,"D5","HRM",67
2025-01-22,"05:14:00","D5","HRX",96
2025-01-22,"14:19:00","D5","HRN",42
2025-01-22,NA,"D5","PM",961.8
2025-01-22,"00:00:00","D5","PX",963.7
2025-01-22,"15:06:00","D5","PN",959.8
2025-01-22,NA,"D5","PPT",0
2025-01-22,NA,"D5","RS24h",9.8
2025-01-22,NA,"D5","VVM10",5.4
2025-01-22,NA,"D5","DVM10",270
2025-01-22,"13:53:00","D5","VVX10",15
2025-01-22,"13:53:00","D5","DVVX10",249
2025-01-22,NA,"X4","TM",14.9
2025-01-22,"14:49:00","X4","TX",19.1
2025-01-22,"04:30:00","X4","TN",10.9
2025-01-22,NA,"X4","HRM",68
2025-01-22,"06:05:00","X4","HRX",100
2025-01-22,"17:30:00","X4","HRN",42
2025-01-22,NA,"X4","PM",1005.9
2025-01-22,"00:05:00","X4","PX",1008.1
2025-01-22,"14:42:00","X4","PN",1003.6
2025-01-22,NA,"X4","PPT",0
2025-01-22,NA,"X4","RS24h",10
2025-01-22,NA,"X4","VVM10",2
2025-01-22,NA,"X4","DVM10",257
2025-01-22,"17:02:00","X4","VVX10",9.3
2025-01-22,"17:02:00","X4","DVVX10",271
2025-01-22,NA,"X8","TM",14.1
2025-01-22,"13:33:00","X8","TX",19.8
2025-01-22,"07:00:00","X8","TN",8.1
2025-01-22,NA,"X8","HRM",72
2025-01-22,"08:00:00","X8","HRX",100
2025-01-22,"16:12:00","X8","HRN",43
2025-01-22,NA,"X8","PM",1000.3
2025-01-22,"00:02:00","X8","PX",1002.5
2025-01-22,"14:41:00","X8","PN",998.2
2025-01-22,NA,"X8","PPT",0
2025-01-22,NA,"X8","RS24h",9.7
2025-01-22,NA,"X8","VVM10",2
2025-01-22,NA,"X8","DVM10",262
2025-01-22,"13:05:00","X8","VVX10",8.7
2025-01-22,"13:05:00","X8","DVVX10",236
2025-01-23,NA,"D5","TM",12.5
2025-01-23,"13:14:00","D5","TX",15.4
2025-01-23,"21:13:00","D5","TN",9.9
2025-01-23,NA,"D5","HRM",72
2025-01-23,"21:17:00","D5","HRX",96
2025-01-23,"05:33:00","D5","HRN",58
2025-01-23,NA,"D5","PM",966.3
2025-01-23,"22:49:00","D5","PX",971.1
2025-01-23,"03:51:00","D5","PN",962.1
2025-01-23,NA,"D5","PPT",0
2025-01-23,NA,"D5","RS24h",8.6
2025-01-23,NA,"D5","VVM10",2.2
2025-01-23,NA,"D5","DVM10",295
2025-01-23,"00:33:00","D5","VVX10",9.3
2025-01-23,"00:33:00","D5","DVVX10",331
2025-01-23,NA,"X4","TM",14.9
2025-01-23,"09:41:00","X4","TX",17.8
2025-01-23,"23:37:00","X4","TN",12.9
2025-01-23,NA,"X4","HRM",68
2025-01-23,"23:40:00","X4","HRX",89
2025-01-23,"09:41:00","X4","HRN",48
2025-01-23,NA,"X4","PM",1010.5
2025-01-23,"23:00:00","X4","PX",1015.7
2025-01-23,"02:09:00","X4","PN",1006.1
2025-01-23,NA,"X4","PPT",0
2025-01-23,NA,"X4","RS24h",9.1
2025-01-23,NA,"X4","VVM10",1.5
2025-01-23,NA,"X4","DVM10",53
2025-01-23,"10:47:00","X4","VVX10",5.7
2025-01-23,"10:47:00","X4","DVVX10",81
2025-01-23,NA,"X8","TM",14.3
2025-01-23,"09:52:00","X8","TX",18.4
2025-01-23,"23:58:00","X8","TN",10.5
2025-01-23,NA,"X8","HRM",70
2025-01-23,"23:30:00","X8","HRX",100
2025-01-23,"09:37:00","X8","HRN",48
2025-01-23,NA,"X8","PM",1004.9
2025-01-23,"23:04:00","X8","PX",1009.9
2025-01-23,"04:00:00","X8","PN",1000.6
2025-01-23,NA,"X8","PPT",0
2025-01-23,NA,"X8","RS24h",8.8
2025-01-23,NA,"X8","VVM10",1.6
2025-01-23,NA,"X8","DVM10",14
2025-01-23,"09:20:00","X8","VVX10",6.1
2025-01-23,"09:20:00","X8","DVVX10",336
2025-01-24,NA,"D5","TM",13.8
2025-01-24,"14:07:00","D5","TX",21.7
2025-01-24,"02:53:00","D5","TN",9.6
2025-01-24,NA,"D5","HRM",69
2025-01-24,"02:53:00","D5","HRX",92
2025-01-24,"14:14:00","D5","HRN",48
2025-01-24,NA,"D5","PM",969.7
2025-01-24,"10:31:00","D5","PX",971.4
2025-01-24,"23:05:00","D5","PN",967.3
2025-01-24,NA,"D5","PPT",0
2025-01-24,NA,"D5","RS24h",11
2025-01-24,NA,"D5","VVM10",4.7
2025-01-24,NA,"D5","DVM10",257
2025-01-24,"22:03:00","D5","VVX10",10.5
2025-01-24,"22:03:00","D5","DVVX10",254
2025-01-24,NA,"X4","TM",14.6
2025-01-24,"13:26:00","X4","TX",20.4
2025-01-24,"06:27:00","X4","TN",11
2025-01-24,NA,"X4","HRM",76
2025-01-24,"06:30:00","X4","HRX",99
2025-01-24,"15:00:00","X4","HRN",47
2025-01-24,NA,"X4","PM",1014.1
2025-01-24,"10:20:00","X4","PX",1016
2025-01-24,"23:59:00","X4","PN",1011.7
2025-01-24,NA,"X4","PPT",0
2025-01-24,NA,"X4","RS24h",11.3
2025-01-24,NA,"X4","VVM10",1.8
2025-01-24,NA,"X4","DVM10",261
2025-01-24,"14:32:00","X4","VVX10",7.9
2025-01-24,"14:32:00","X4","DVVX10",219
2025-01-24,NA,"X8","TM",13.3
2025-01-24,"14:31:00","X8","TX",20.2
2025-01-24,"07:23:00","X8","TN",8.9
2025-01-24,NA,"X8","HRM",82
2025-01-24,"08:00:00","X8","HRX",100
2025-01-24,"14:31:00","X8","HRN",51
2025-01-24,NA,"X8","PM",1008.5
2025-01-24,"10:17:00","X8","PX",1010.4
2025-01-24,"23:59:00","X8","PN",1006.1
2025-01-24,NA,"X8","PPT",0.1
2025-01-24,NA,"X8","RS24h",10.8
2025-01-24,NA,"X8","VVM10",1.5
2025-01-24,NA,"X8","DVM10",267
2025-01-24,"14:04:00","X8","VVX10",7.9
2025-01-24,"14:04:00","X8","DVVX10",208
2025-01-25,NA,"D5","TM",12.9
2025-01-25,"13:59:00","D5","TX",17.1
2025-01-25,"23:57:00","D5","TN",9.2
2025-01-25,NA,"D5","HRM",69
2025-01-25,"23:58:00","D5","HRX",81
2025-01-25,"15:00:00","D5","HRN",53
2025-01-25,NA,"D5","PM",966.2
2025-01-25,"23:58:00","D5","PX",969.4
2025-01-25,"14:32:00","D5","PN",964
2025-01-25,NA,"D5","PPT",0
2025-01-25,NA,"D5","RS24h",7.9
2025-01-25,NA,"D5","VVM10",3.4
2025-01-25,NA,"D5","DVM10",246
2025-01-25,"15:25:00","D5","VVX10",10.3
2025-01-25,"15:25:00","D5","DVVX10",268
2025-01-25,NA,"X4","TM",14.9
2025-01-25,"14:26:00","X4","TX",18.7
2025-01-25,"04:48:00","X4","TN",11.3
2025-01-25,NA,"X4","HRM",66
2025-01-25,"06:45:00","X4","HRX",91
2025-01-25,"15:39:00","X4","HRN",42
2025-01-25,NA,"X4","PM",1010.5
2025-01-25,"23:59:00","X4","PX",1014.2
2025-01-25,"14:53:00","X4","PN",1007.9
2025-01-25,NA,"X4","PPT",0
2025-01-25,NA,"X4","RS24h",8.1
2025-01-25,NA,"X4","VVM10",2
2025-01-25,NA,"X4","DVM10",261
2025-01-25,"22:12:00","X4","VVX10",9.1
2025-01-25,"22:12:00","X4","DVVX10",308
2025-01-25,NA,"X8","TM",13.8
2025-01-25,"14:25:00","X8","TX",18.5
2025-01-25,"05:30:00","X8","TN",9.1
2025-01-25,NA,"X8","HRM",73
2025-01-25,"07:00:00","X8","HRX",100
2025-01-25,"15:02:00","X8","HRN",44
2025-01-25,NA,"X8","PM",1004.9
2025-01-25,"23:57:00","X8","PX",1008.5
2025-01-25,"14:53:00","X8","PN",1002.4
2025-01-25,NA,"X8","PPT",0
2025-01-25,NA,"X8","RS24h",7.5
2025-01-25,NA,"X8","VVM10",1.8
2025-01-25,NA,"X8","DVM10",268
2025-01-25,"15:38:00","X8","VVX10",10.1
2025-01-25,"15:38:00","X8","DVVX10",288
2025-01-26,NA,"D5","TM",10.7
2025-01-26,"12:57:00","D5","TX",16.3
2025-01-26,"05:22:00","D5","TN",7.4
2025-01-26,NA,"D5","HRM",69
2025-01-26,"18:00:00","D5","HRX",85
2025-01-26,"12:15:00","D5","HRN",49
2025-01-26,NA,"D5","PM",968.4
2025-01-26,"07:55:00","D5","PX",971.2
2025-01-26,"23:56:00","D5","PN",963.7
2025-01-26,NA,"D5","PPT",0
2025-01-26,NA,"D5","RS24h",9
2025-01-26,NA,"D5","VVM10",4.9
2025-01-26,NA,"D5","DVM10",244
2025-01-26,"23:47:00","D5","VVX10",16.2
2025-01-26,"23:47:00","D5","DVVX10",259
2025-01-26,NA,"X4","TM",13.8
2025-01-26,"11:53:00","X4","TX",17.6
2025-01-26,"06:14:00","X4","TN",10.8
2025-01-26,NA,"X4","HRM",61
2025-01-26,"23:05:00","X4","HRX",74
2025-01-26,"12:00:00","X4","HRN",40
2025-01-26,NA,"X4","PM",1013.2
2025-01-26,"08:00:00","X4","PX",1016.1
2025-01-26,"23:59:00","X4","PN",1008.4
2025-01-26,NA,"X4","PPT",0
2025-01-26,NA,"X4","RS24h",9.2
2025-01-26,NA,"X4","VVM10",2.4
2025-01-26,NA,"X4","DVM10",256
2025-01-26,"14:34:00","X4","VVX10",10.4
2025-01-26,"14:34:00","X4","DVVX10",254
2025-01-26,NA,"X8","TM",12.7
2025-01-26,"12:21:00","X8","TX",18.1
2025-01-26,"06:27:00","X8","TN",8.2
2025-01-26,NA,"X8","HRM",64
2025-01-26,"19:00:00","X8","HRX",81
2025-01-26,"11:53:00","X8","HRN",40
2025-01-26,NA,"X8","PM",1007.5
2025-01-26,"07:57:00","X8","PX",1010.3
2025-01-26,"23:57:00","X8","PN",1002.6
2025-01-26,NA,"X8","PPT",0
2025-01-26,NA,"X8","RS24h",9.2
2025-01-26,NA,"X8","VVM10",2
2025-01-26,NA,"X8","DVM10",267
2025-01-26,"13:53:00","X8","VVX10",9.1
2025-01-26,"13:53:00","X8","DVVX10",217
2025-01-27,NA,"D5","TM",14.7
2025-01-27,"16:24:00","D5","TX",17
2025-01-27,"23:00:00","D5","TN",10.5
2025-01-27,NA,"D5","HRM",72
2025-01-27,"21:10:00","D5","HRX",89
2025-01-27,"23:57:00","D5","HRN",59
2025-01-27,NA,"D5","PM",959.7
2025-01-27,"00:10:00","D5","PX",964
2025-01-27,"20:31:00","D5","PN",955.9
2025-01-27,NA,"D5","PPT",0.8
2025-01-27,NA,"D5","RS24h",4.3
2025-01-27,NA,"D5","VVM10",8.4
2025-01-27,NA,"D5","DVM10",247
2025-01-27,"06:12:00","D5","VVX10",18.9
2025-01-27,"06:12:00","D5","DVVX10",252
2025-01-27,NA,"X4","TM",17.5
2025-01-27,"15:03:00","X4","TX",20.4
2025-01-27,"00:00:00","X4","TN",14.1
2025-01-27,NA,"X4","HRM",64
2025-01-27,"21:17:00","X4","HRX",80
2025-01-27,"23:57:00","X4","HRN",43
2025-01-27,NA,"X4","PM",1003.5
2025-01-27,"00:00:00","X4","PX",1008.5
2025-01-27,"20:37:00","X4","PN",999.3
2025-01-27,NA,"X4","PPT",0.8
2025-01-27,NA,"X4","RS24h",5.4
2025-01-27,NA,"X4","VVM10",4.3
2025-01-27,NA,"X4","DVM10",262
2025-01-27,"21:42:00","X4","VVX10",17.2
2025-01-27,"21:42:00","X4","DVVX10",305
2025-01-27,NA,"X8","TM",17.1
2025-01-27,"15:01:00","X8","TX",20.6
2025-01-27,"00:02:00","X8","TN",13.4
2025-01-27,NA,"X8","HRM",65
2025-01-27,"21:10:00","X8","HRX",91
2025-01-27,"23:49:00","X8","HRN",46
2025-01-27,NA,"X8","PM",998.1
2025-01-27,"00:00:00","X8","PX",1002.7
2025-01-27,"20:34:00","X8","PN",994
2025-01-27,NA,"X8","PPT",0.5
2025-01-27,NA,"X8","RS24h",4.1
2025-01-27,NA,"X8","VVM10",3.4
2025-01-27,NA,"X8","DVM10",264
2025-01-27,"21:53:00","X8","VVX10",14.5
2025-01-27,"21:53:00","X8","DVVX10",297
2025-01-28,NA,"D5","TM",9.5
2025-01-28,"14:58:00","D5","TX",13.3
2025-01-28,"07:15:00","D5","TN",6.8
